epoch,steps,training step,training data,training loss,training prec1,training prec5,training error1,training error5,validation step,validation data,validation loss,validation prec1,validation prec5,validation error1,validation error5
1,781,0.2787051609933147,0.003142235984264965,1.6260883737923089,39.0745663612356,88.0493632962548,60.9254336387644,11.950636703745204,0.015378098578969384,0.005507286946484997,1.4863990577697754,50.32,92.66,49.68,7.340000000000003
2,1562,0.2760148280408715,0.0028883269135381133,1.121141705485526,59.53186269606274,95.83441701344431,40.46813730393726,4.165582986555691,0.015227527375433855,0.005470848387214029,1.0095137750625611,66.53,97.48,33.47,2.519999999999996
3,2343,0.2761006556766134,0.0027406591154091184,0.9010008987940838,68.03745948703585,97.42930237676056,31.962540512964154,2.5706976232394396,0.014735747294820798,0.005328134366661121,0.927803512096405,70.91,98.08,29.090000000000003,1.9200000000000017
4,3124,0.2758833064617787,0.0029210464291932795,0.7630916347729565,73.21374089708706,98.18254341389245,26.786259102912936,1.8174565861075536,0.014225530016953779,0.005265342202156213,0.7880504496097565,73.69,98.68,26.310000000000002,1.3199999999999932
5,3905,0.27567999341576416,0.0026753076975843206,0.6755600010310795,76.4132647447183,98.55722581225993,23.586735255281695,1.4427741877400706,0.01465913748285573,0.005467155177122468,1.0009247480392456,71.81,96.2,28.189999999999998,3.799999999999997
6,4686,0.27546763114831513,0.0025722098258942863,0.6159464248316542,78.5216269206146,98.803554637484,21.478373079385406,1.1964453625160019,0.01404771379604461,0.0054282215750141504,0.5556456038475036,81.9,98.93,18.099999999999994,1.0699999999999932
7,5467,0.27556466354145437,0.0026834566675594004,0.567578578193728,80.22285881482074,98.96998289452625,19.77714118517926,1.0300171054737461,0.013511165691788788,0.005106436978479859,0.6047692848205566,80.2,99.15,19.799999999999997,0.8499999999999943
8,6248,0.27554160226780383,0.0026312973374135974,0.5212804270614888,81.81818181818181,99.11396646927017,18.181818181818187,0.8860335307298328,0.013423149752768742,0.004974652247823727,0.5984260009765625,82.07,99.06,17.930000000000007,0.9399999999999977
9,7029,0.2756017209931006,0.0027237582603581584,0.49295197799324836,82.85863976472471,99.2127480793854,17.141360235275286,0.7872519206145938,0.013952129206080346,0.004971413096045233,0.5264052233695984,84.03,99.23,15.969999999999999,0.769999999999996
10,7810,0.275441384956565,0.0026449683991650766,0.4590533064361113,83.9873134403009,99.29339888764405,16.012686559699105,0.7066011123559548,0.014508361269713967,0.005773430417297752,0.571077809047699,80.96,99.31,19.040000000000006,0.6899999999999977
11,8591,0.27540900124172546,0.0025514799257246694,0.44019715089193534,84.6650928297055,99.36548445502561,15.3349071702945,0.6345155449743913,0.013654941206525086,0.005086915508197371,0.37445162420272826,87.96,99.5,12.040000000000006,0.5
12,9372,0.2753089075662415,0.0025757812202053094,0.416051976869262,85.42114726712548,99.4413837427977,14.578852732874523,0.5586162572023028,0.013446900495298349,0.004979391766201918,0.4012847750663757,86.51,99.62,13.489999999999995,0.37999999999999545
13,10153,0.2752410016200301,0.0026219217786410402,0.39425648170763034,86.21577654849551,99.47645746638925,13.784223451504488,0.5235425336107511,0.014212154279089277,0.005519643710677031,0.5159597852706909,84.49,99.3,15.510000000000005,0.7000000000000028
14,10934,0.2754987898007245,0.0025683804755021605,0.3804124543555415,86.68730243677977,99.5364141525288,13.312697563220226,0.4635858474711938,0.014013609309105357,0.005133347906124819,0.3416987011432648,88.63,99.58,11.370000000000005,0.4200000000000017
15,11715,0.27548353742240483,0.0025965065412728947,0.35983483424641566,87.44885863476313,99.55892135483354,12.551141365236873,0.44107864516645634,0.01383040816920578,0.0052379498815840215,0.48266068630218506,85.02,99.43,14.980000000000004,0.5699999999999932
16,12496,0.2760219485445303,0.0028838253509677783,0.3502086426170779,87.6952499799936,99.6035606394046,12.304750020006395,0.3964393605953944,0.013650532740696221,0.005026024617966573,0.32727364716529844,89.24,99.66,10.760000000000005,0.3400000000000034
17,13277,0.27589113550515854,0.002690870539021706,0.3404020588086601,88.10850722231113,99.61581456065942,11.891492777688867,0.3841854393405839,0.014035921947211977,0.005108846980295363,0.32125817561149594,89.14,99.75,10.86,0.25
18,14058,0.2755064329325619,0.002699224652767792,0.32706706920369183,88.54452174695902,99.65857824503841,11.45547825304098,0.341421754961587,0.013635955798398158,0.005210469482810634,0.36247271041870116,88.46,99.66,11.540000000000006,0.3400000000000034
19,14839,0.2756841985577963,0.0026436682394616277,0.32088190962044133,88.73120648607555,99.6641425256082,11.26879351392445,0.33585747439180125,0.013719868508114177,0.005103510656174581,0.337939101934433,89.22,99.66,10.780000000000001,0.3400000000000034
20,15620,0.2753140758460676,0.0026202143841302654,0.31047329148241865,89.1603438100192,99.67445832666453,10.8396561899808,0.325541673335465,0.013960238474949151,0.005249602020166482,0.3352263663291931,89.15,99.62,10.849999999999994,0.37999999999999545
21,16401,0.2756496803708632,0.0029601690558556863,0.29986375366145607,89.49445072423175,99.69659040893086,10.505549275768246,0.30340959106914056,0.014224169360604257,0.0051996146038079715,0.30511429469585416,90.27,99.8,9.730000000000004,0.20000000000000284
22,17182,0.2754067996094688,0.0026679967032809874,0.29286068389800385,89.7339023487516,99.70571832986556,10.266097651248401,0.2942816701344384,0.013919084694734804,0.005275554717726009,0.3084372416973114,90.1,99.71,9.900000000000006,0.29000000000000625
23,17963,0.2752733135956045,0.0025825073105424988,0.28795034910591555,89.91583556738156,99.73297705265685,10.084164432618437,0.26702294734315046,0.013538614200178985,0.004947269038789591,0.3489668404340744,88.55,99.63,11.450000000000003,0.37000000000000455
24,18744,0.27549336203845,0.002666162620280677,0.27774474020956724,90.29108064580666,99.7285381322023,9.708919354193341,0.2714618677976972,0.013553365780289765,0.005015933589570841,0.40849156519174573,87.65,99.61,12.349999999999994,0.39000000000000057
25,19525,0.2753653217979949,0.0026333857132133844,0.27378241099636624,90.39198793613957,99.74704405409732,9.608012063860428,0.2529559459026842,0.013780215743241037,0.005353731714236509,0.4485183542728424,86.83,99.61,13.170000000000002,0.39000000000000057
26,20306,0.27528288758213176,0.0025695215877283854,0.2743588229510146,90.37885873479513,99.74829445422536,9.62114126520487,0.2517055457746409,0.013676722338245174,0.005051026678389045,0.32675695323944093,90.27,99.62,9.730000000000004,0.37999999999999545
27,21087,0.27522644312830497,0.0025469820264359595,0.2641543526579262,90.66313720390525,99.780429737516,9.33686279609475,0.21957026248399814,0.013712242150762279,0.005072561798581652,0.35940357649326327,89.02,99.54,10.980000000000004,0.45999999999999375
28,21868,0.27534417428372,0.002638176369758635,0.2577691861880268,90.96498379481434,99.77161441661332,9.035016205185656,0.22838558338668236,0.013656191005828273,0.005035839263041308,0.3656070795536041,89.59,99.64,10.409999999999997,0.35999999999999943
29,22649,0.2754293999201815,0.0027305441842952246,0.256036476884395,90.99724411811779,99.79380901888604,9.002755881882209,0.20619098111396283,0.013826569174505343,0.004887050883785175,0.36936686239242555,88.05,99.73,11.950000000000003,0.269999999999996
30,23430,0.2753842841647804,0.0026287263242597008,0.2507950592208916,91.17567621638925,99.78249289772727,8.824323783610751,0.21750710227273373,0.014023556071481888,0.005327113874398979,0.3421363005876541,89.64,99.71,10.36,0.29000000000000625
31,24211,0.2754827501221289,0.0027122631878920005,0.24511429724711614,91.35673415492958,99.80068621959028,8.643265845070417,0.19931378040972447,0.014121521810057816,0.005072473720380455,0.3176402066707611,90.48,99.66,9.519999999999996,0.3400000000000034
