b0,b1,b2,b0_hat,b1_hat,b2_hat,gpu_type,num_layers,model,gpu,file_name
0.0002370625350527783,0.4595429024524215,5.166571856520114e-18,0.0001684116530102985,0.6472017569833146,1.9314078712140414e-05,0,50,resnet50,Quadro RTX 8000,resnet50_Quadro RTX 8000.csv
0.00023322522627446755,0.46505952542573686,6.178933073121084e-18,0.00020111061847431045,0.7574499263190195,0.004069636415812594,1,50,resnet50,Tesla V100-PCIE-32GB,resnet50_Tesla V100-PCIE-32GB.csv
0.0002355107558560184,0.46312993793794355,4.789916513205453e-18,0.00023380958393829466,0.8676980956549518,0.008119958752913048,2,50,resnet50,NVIDIA A100-PCIE-40GB,resnet50_NVIDIA A100-PCIE-40GB.csv
