"Relative Time (Wall)","SGD_dp_batch_size_8192_4gpus - _step","SGD_dp_batch_size_8192_4gpus - _step__MIN","SGD_dp_batch_size_8192_4gpus - _step__MAX","SGD_dp_batch_size_8192_4gpus - _timestamp","SGD_dp_batch_size_8192_4gpus - _timestamp__MIN","SGD_dp_batch_size_8192_4gpus - _timestamp__MAX","SGD_dp_batch_size_8192_4gpus - _runtime","SGD_dp_batch_size_8192_4gpus - _runtime__MIN","SGD_dp_batch_size_8192_4gpus - _runtime__MAX","SGD_dp_batch_size_8192_4gpus - epoch","SGD_dp_batch_size_8192_4gpus - epoch__MIN","SGD_dp_batch_size_8192_4gpus - epoch__MAX","SGD_dp_batch_size_2048_4gpus - _step","SGD_dp_batch_size_2048_4gpus - _step__MIN","SGD_dp_batch_size_2048_4gpus - _step__MAX","SGD_dp_batch_size_2048_4gpus - _timestamp","SGD_dp_batch_size_2048_4gpus - _timestamp__MIN","SGD_dp_batch_size_2048_4gpus - _timestamp__MAX","SGD_dp_batch_size_2048_4gpus - _runtime","SGD_dp_batch_size_2048_4gpus - _runtime__MIN","SGD_dp_batch_size_2048_4gpus - _runtime__MAX","SGD_dp_batch_size_2048_4gpus - epoch","SGD_dp_batch_size_2048_4gpus - epoch__MIN","SGD_dp_batch_size_2048_4gpus - epoch__MAX","SGD_dp_batch_size_512_4gpus - _step","SGD_dp_batch_size_512_4gpus - _step__MIN","SGD_dp_batch_size_512_4gpus - _step__MAX","SGD_dp_batch_size_512_4gpus - _timestamp","SGD_dp_batch_size_512_4gpus - _timestamp__MIN","SGD_dp_batch_size_512_4gpus - _timestamp__MAX","SGD_dp_batch_size_512_4gpus - _runtime","SGD_dp_batch_size_512_4gpus - _runtime__MIN","SGD_dp_batch_size_512_4gpus - _runtime__MAX","SGD_dp_batch_size_512_4gpus - epoch","SGD_dp_batch_size_512_4gpus - epoch__MIN","SGD_dp_batch_size_512_4gpus - epoch__MAX","SGD_dp_batch_size_128_4gpus - _step","SGD_dp_batch_size_128_4gpus - _step__MIN","SGD_dp_batch_size_128_4gpus - _step__MAX","SGD_dp_batch_size_128_4gpus - _timestamp","SGD_dp_batch_size_128_4gpus - _timestamp__MIN","SGD_dp_batch_size_128_4gpus - _timestamp__MAX","SGD_dp_batch_size_128_4gpus - _runtime","SGD_dp_batch_size_128_4gpus - _runtime__MIN","SGD_dp_batch_size_128_4gpus - _runtime__MAX","SGD_dp_batch_size_128_4gpus - epoch","SGD_dp_batch_size_128_4gpus - epoch__MIN","SGD_dp_batch_size_128_4gpus - epoch__MAX","SGD_dp_batch_size_32_4gpus - _step","SGD_dp_batch_size_32_4gpus - _step__MIN","SGD_dp_batch_size_32_4gpus - _step__MAX","SGD_dp_batch_size_32_4gpus - _timestamp","SGD_dp_batch_size_32_4gpus - _timestamp__MIN","SGD_dp_batch_size_32_4gpus - _timestamp__MAX","SGD_dp_batch_size_32_4gpus - _runtime","SGD_dp_batch_size_32_4gpus - _runtime__MIN","SGD_dp_batch_size_32_4gpus - _runtime__MAX","SGD_dp_batch_size_32_4gpus - epoch","SGD_dp_batch_size_32_4gpus - epoch__MIN","SGD_dp_batch_size_32_4gpus - epoch__MAX","SGD_dp_batch_size_2048_1gpus - _step","SGD_dp_batch_size_2048_1gpus - _step__MIN","SGD_dp_batch_size_2048_1gpus - _step__MAX","SGD_dp_batch_size_2048_1gpus - _timestamp","SGD_dp_batch_size_2048_1gpus - _timestamp__MIN","SGD_dp_batch_size_2048_1gpus - _timestamp__MAX","SGD_dp_batch_size_2048_1gpus - _runtime","SGD_dp_batch_size_2048_1gpus - _runtime__MIN","SGD_dp_batch_size_2048_1gpus - _runtime__MAX","SGD_dp_batch_size_2048_1gpus - epoch","SGD_dp_batch_size_2048_1gpus - epoch__MIN","SGD_dp_batch_size_2048_1gpus - epoch__MAX","SGD_dp_batch_size_512_1gpus - _step","SGD_dp_batch_size_512_1gpus - _step__MIN","SGD_dp_batch_size_512_1gpus - _step__MAX","SGD_dp_batch_size_512_1gpus - _timestamp","SGD_dp_batch_size_512_1gpus - _timestamp__MIN","SGD_dp_batch_size_512_1gpus - _timestamp__MAX","SGD_dp_batch_size_512_1gpus - _runtime","SGD_dp_batch_size_512_1gpus - _runtime__MIN","SGD_dp_batch_size_512_1gpus - _runtime__MAX","SGD_dp_batch_size_512_1gpus - epoch","SGD_dp_batch_size_512_1gpus - epoch__MIN","SGD_dp_batch_size_512_1gpus - epoch__MAX","SGD_dp_batch_size_128_1gpus - _step","SGD_dp_batch_size_128_1gpus - _step__MIN","SGD_dp_batch_size_128_1gpus - _step__MAX","SGD_dp_batch_size_128_1gpus - _timestamp","SGD_dp_batch_size_128_1gpus - _timestamp__MIN","SGD_dp_batch_size_128_1gpus - _timestamp__MAX","SGD_dp_batch_size_128_1gpus - _runtime","SGD_dp_batch_size_128_1gpus - _runtime__MIN","SGD_dp_batch_size_128_1gpus - _runtime__MAX","SGD_dp_batch_size_128_1gpus - epoch","SGD_dp_batch_size_128_1gpus - epoch__MIN","SGD_dp_batch_size_128_1gpus - epoch__MAX","SGD_dp_batch_size_32_1gpus - _step","SGD_dp_batch_size_32_1gpus - _step__MIN","SGD_dp_batch_size_32_1gpus - _step__MAX","SGD_dp_batch_size_32_1gpus - _timestamp","SGD_dp_batch_size_32_1gpus - _timestamp__MIN","SGD_dp_batch_size_32_1gpus - _timestamp__MAX","SGD_dp_batch_size_32_1gpus - _runtime","SGD_dp_batch_size_32_1gpus - _runtime__MIN","SGD_dp_batch_size_32_1gpus - _runtime__MAX","SGD_dp_batch_size_32_1gpus - epoch","SGD_dp_batch_size_32_1gpus - epoch__MIN","SGD_dp_batch_size_32_1gpus - epoch__MAX","SGD_dp_batch_size_8192_2gpus - _step","SGD_dp_batch_size_8192_2gpus - _step__MIN","SGD_dp_batch_size_8192_2gpus - _step__MAX","SGD_dp_batch_size_8192_2gpus - _timestamp","SGD_dp_batch_size_8192_2gpus - _timestamp__MIN","SGD_dp_batch_size_8192_2gpus - _timestamp__MAX","SGD_dp_batch_size_8192_2gpus - _runtime","SGD_dp_batch_size_8192_2gpus - _runtime__MIN","SGD_dp_batch_size_8192_2gpus - _runtime__MAX","SGD_dp_batch_size_8192_2gpus - epoch","SGD_dp_batch_size_8192_2gpus - epoch__MIN","SGD_dp_batch_size_8192_2gpus - epoch__MAX"
"","7.5","0","15","1648372577","1648372568","1648372586","49","40","58","0.625","0","2","25.5","0","51","1648372493.1538463","1648372482","1648372504","46.15384615384615","35","57","0.5384615384615384","0","2","98.5","0","197","1648372416.040404","1648372405","1648372427","41.04040404040404","30","52","0.51010101010101","0","2","391.5","0","783","1648372320.4145408","1648372290","1648372351","64.41454081632654","34","95","0.5025510204081632","0","2","1563.5","0","3127","1648372042.5287724","1648371920","1648372165","158.52877237851663","36","281","0.5006393861892583","0","2","25.5","0","51","1648371725.75","1648371712","1648371739","36.75","23","50","0.5384615384615384","0","2","98.5","0","197","1648371690.8535354","1648371678","1648371704","33.85353535353536","21","47","0.51010101010101","0","2","391.5","0","783","1648371656.6734693","1648371640","1648371673","37.673469387755105","21","54","0.5025510204081632","0","2","1563.5","0","3127","1648371630.5815217","1648371592","1648371670","56.58152173913044","18","96","0.5006393861892583","0","2","7.5","0","15","1648371077.875","1648371067","1648371088","49.875","39","60","0.625","0","2"
